['literatuur'],1,09:51:43.722
['submen'],0,09:51:44.722
['weergeven'],1,09:51:45.722
['zichtbare'],1,09:51:46.722
['roze'],1,09:51:47.722
['leuks'],1,09:51:48.722
['mantie'],0,09:51:49.722
['draait'],1,09:51:50.722
['studen'],0,09:51:51.722
['synthesen'],1,09:51:52.722
['schaden'],1,09:51:53.722
['hein'],1,09:51:54.722
['proten'],0,09:51:55.722
['belanghebbenden'],1,09:51:56.722
['samer'],0,09:51:57.722
['jatie'],0,09:51:58.722
['stanker'],0,09:51:59.722
['dren'],0,09:52:00.722
['beschouwing'],1,09:52:01.722
['grafeit'],0,09:52:02.722
['stokt'],1,09:52:03.722
['complicaties'],1,09:52:04.722
['inwoners'],1,09:52:05.722
['paleis'],1,09:52:06.722
['medewerkers'],1,09:52:07.722
['fameur'],0,09:52:08.722
['diten'],0,09:52:09.722
['wei'],1,09:52:10.722
['hemen'],0,09:52:11.722
['gedig'],0,09:52:12.722
['r�s'],0,09:52:13.722
['bewustzijn'],1,09:52:14.722
['bekachtig'],0,09:52:15.722
['misverstand'],1,09:52:16.722
['terscheid'],0,09:52:17.722
['orteerd'],0,09:52:18.722
['keuk'],0,09:52:19.722
['hij'],1,09:52:20.722
['klag'],0,09:52:21.722
['vreed'],0,09:52:22.722
