['draait'],1,15:33:47.046
['weergeven'],1,15:33:48.046
['hij'],1,15:33:49.046
['zichtbare'],1,15:33:50.046
['inwoners'],1,15:33:51.046
['hein'],1,15:33:52.046
['stokt'],1,15:33:53.046
['literatuur'],1,15:33:54.046
['bewustzijn'],1,15:33:55.046
['schaden'],1,15:33:56.046
['leuks'],1,15:33:57.046
['misverstand'],1,15:33:58.046
['synthesen'],1,15:33:59.046
['complicaties'],1,15:34:00.046
['roze'],1,15:34:01.046
['medewerkers'],1,15:34:02.046
['wei'],1,15:34:03.046
['beschouwing'],1,15:34:04.046
['paleis'],1,15:34:05.046
['belanghebbenden'],1,15:34:06.046
['keuk'],0,15:34:07.046
['hemen'],0,15:34:08.046
['gedig'],0,15:34:09.046
['diten'],0,15:34:10.046
['grafeit'],0,15:34:11.046
['klag'],0,15:34:12.046
['bekachtig'],0,15:34:13.046
['proten'],0,15:34:14.046
['submen'],0,15:34:15.046
['samer'],0,15:34:16.046
['studen'],0,15:34:17.046
['vreed'],0,15:34:18.046
['stanker'],0,15:34:19.046
['jatie'],0,15:34:20.046
['mantie'],0,15:34:21.046
['fameur'],0,15:34:22.046
['terscheid'],0,15:34:23.046
['dren'],0,15:34:24.046
['r�s'],0,15:34:25.046
['orteerd'],0,15:34:26.046
