['belanghebbenden'],1,11:56:47.868
['vreed'],0,11:56:52.868
['fameur'],0,11:56:57.868
['terscheid'],0,11:57:02.868
['grafeit'],0,11:57:07.868
['roze'],1,11:57:12.868
['leuks'],1,11:57:17.868
['synthesen'],1,11:57:22.868
['zichtbare'],1,11:57:27.868
['draait'],1,11:57:32.868
['gedig'],0,11:57:37.868
['keuk'],0,11:57:42.868
['dren'],0,11:57:47.868
['hein'],1,11:57:52.868
['misverstand'],1,11:57:57.868
['proten'],0,11:58:02.868
['paleis'],1,11:58:07.868
['r�s'],0,11:58:12.868
['complicaties'],1,11:58:17.868
['wei'],1,11:58:22.868
['medewerkers'],1,11:58:27.868
['bewustzijn'],1,11:58:32.868
['literatuur'],1,11:58:37.868
['diten'],0,11:58:42.868
['jatie'],0,11:58:47.868
['stokt'],1,11:58:52.868
['submen'],0,11:58:57.868
['hij'],1,11:59:02.868
['samer'],0,11:59:07.868
['studen'],0,11:59:12.868
['weergeven'],1,11:59:17.868
['mantie'],0,11:59:22.868
['klag'],0,11:59:27.868
['hemen'],0,11:59:32.868
['stanker'],0,11:59:37.868
['bekachtig'],0,11:59:42.868
['schaden'],1,11:59:47.868
['inwoners'],1,11:59:52.868
['orteerd'],0,11:59:57.868
['beschouwing'],1,12:00:02.868
